"SI_mean","SI_sd","time_frame","start_dt","end_dt","t_start","t_end","Mean.R.","Std.R.","Quantile.0.025.R.","Quantile.0.975.R."
5,3,1,2020-05-17,2020-06-15,59,88,0.982074122406653,0.00283565048405038,0.97643429544004,0.988046947025034
5,3,1,2020-05-18,2020-06-16,60,89,0.989783679904577,0.0028089914067044,0.983799517251171,0.995758199630839
5,3,1,2020-05-19,2020-06-17,61,90,0.993759804072811,0.00296392625949998,0.988606099656357,1.00018792955326
5,3,1,2020-05-20,2020-06-18,62,91,0.999026477674954,0.0029465168552567,0.993013408609739,1.00448306280875
5,3,1,2020-05-21,2020-06-19,63,92,1.0038336680543,0.00291475815867881,0.998770549143057,1.00969045120672
5,3,1,2020-05-22,2020-06-20,64,93,1.00945725175476,0.00276738109508827,1.00376046544629,1.01576557400312
5,3,1,2020-05-23,2020-06-21,65,94,1.01316035469197,0.00292399059721175,1.00706079634651,1.01837626659055
5,3,1,2020-05-24,2020-06-22,66,95,1.01211408773812,0.0025194681614133,1.00642958244869,1.01638535031847
5,3,1,2020-05-25,2020-06-23,67,96,1.00577263760984,0.00241468020440112,1.00044488992052,1.00957304635296
5,3,1,2020-05-26,2020-06-24,68,97,0.988801654418926,0.00231996436630676,0.983893439753553,0.993122943359238
5,3,1,2020-05-27,2020-06-25,69,98,0.946611077275092,0.00192709148635906,0.94274033865902,0.950206541035095
5,3,1,2020-05-28,2020-06-26,70,99,0.889099225980883,0.0015911367170962,0.886246710526316,0.892375
5,3,1,2020-05-29,2020-06-27,71,100,0.842340034906929,0.00135735348190964,0.8401309439547,0.845058233060936
