Case Reported Date,Zip Code,Cases
6/9/2020,45001,1
3/28/2020,45002,1
4/1/2020,45002,1
4/4/2020,45002,2
4/5/2020,45002,1
4/8/2020,45002,1
4/9/2020,45002,2
4/17/2020,45002,1
4/23/2020,45002,1
4/24/2020,45002,1
4/26/2020,45002,1
4/27/2020,45002,1
5/1/2020,45002,1
5/3/2020,45002,2
5/5/2020,45002,1
5/23/2020,45002,1
5/24/2020,45002,1
5/31/2020,45002,1
6/5/2020,45002,1
6/6/2020,45002,1
6/11/2020,45002,1
6/13/2020,45002,1
6/14/2020,45002,1
6/19/2020,45002,1
6/20/2020,45002,1
6/21/2020,45002,1
6/25/2020,45002,1
6/26/2020,45002,1
6/27/2020,45002,1
6/30/2020,45002,3
7/1/2020,45002,3
7/2/2020,45002,5
7/3/2020,45002,1
7/4/2020,45002,5
7/5/2020,45002,2
7/6/2020,45002,4
7/8/2020,45002,4
7/9/2020,45002,2
7/10/2020,45002,4
7/11/2020,45002,3
7/13/2020,45002,3
7/14/2020,45002,1
7/15/2020,45002,2
7/16/2020,45002,2
7/17/2020,45002,1
7/18/2020,45002,1
7/19/2020,45002,1
7/20/2020,45002,1
6/24/2020,45013,1
4/1/2020,45014,1
7/21/2020,45014,1
,45030,1
3/20/2020,45030,1
3/22/2020,45030,1
3/26/2020,45030,1
3/30/2020,45030,2
3/31/2020,45030,2
4/1/2020,45030,1
4/2/2020,45030,1
4/4/2020,45030,2
4/5/2020,45030,2
4/6/2020,45030,2
4/7/2020,45030,1
4/8/2020,45030,1
4/9/2020,45030,2
4/13/2020,45030,1
4/14/2020,45030,1
4/25/2020,45030,1
4/28/2020,45030,1
4/30/2020,45030,1
5/6/2020,45030,1
5/7/2020,45030,3
5/11/2020,45030,1
5/12/2020,45030,1
5/16/2020,45030,1
5/19/2020,45030,2
5/21/2020,45030,1
5/31/2020,45030,1
6/6/2020,45030,1
6/13/2020,45030,1
6/15/2020,45030,1
6/17/2020,45030,2
6/20/2020,45030,2
6/22/2020,45030,1
6/23/2020,45030,2
6/25/2020,45030,2
6/30/2020,45030,1
7/1/2020,45030,2
7/2/2020,45030,1
7/3/2020,45030,4
7/6/2020,45030,1
7/8/2020,45030,4
7/9/2020,45030,2
7/10/2020,45030,3
7/11/2020,45030,4
7/13/2020,45030,2
7/15/2020,45030,2
7/16/2020,45030,4
7/17/2020,45030,2
7/19/2020,45030,2
7/20/2020,45030,3
7/21/2020,45030,1
5/27/2020,45036,1
7/4/2020,45039,1
6/25/2020,45040,1
6/22/2020,45050,1
3/28/2020,45052,1
4/21/2020,45052,1
5/11/2020,45052,1
5/15/2020,45052,1
5/21/2020,45052,1
5/25/2020,45052,1
6/24/2020,45052,1
7/1/2020,45052,3
7/2/2020,45052,4
7/16/2020,45052,1
7/6/2020,45111,1
3/22/2020,45140,1
3/24/2020,45140,1
4/3/2020,45140,1
4/6/2020,45140,2
4/9/2020,45140,1
4/15/2020,45140,1
4/16/2020,45140,1
4/19/2020,45140,2
4/30/2020,45140,1
5/1/2020,45140,1
5/3/2020,45140,2
5/7/2020,45140,1
5/12/2020,45140,1
5/13/2020,45140,1
5/18/2020,45140,2
5/20/2020,45140,2
5/22/2020,45140,1
5/23/2020,45140,1
5/26/2020,45140,1
5/27/2020,45140,1
6/13/2020,45140,1
6/20/2020,45140,2
6/21/2020,45140,1
6/28/2020,45140,1
6/30/2020,45140,1
7/1/2020,45140,2
7/3/2020,45140,2
7/5/2020,45140,1
7/6/2020,45140,2
7/9/2020,45140,1
7/11/2020,45140,2
7/15/2020,45140,3
7/16/2020,45140,2
7/19/2020,45140,1
7/20/2020,45140,3
6/19/2020,45174,1
6/22/2020,45174,1
6/24/2020,45174,1
6/30/2020,45174,1
7/6/2020,45174,1
7/10/2020,45174,3
7/13/2020,45174,3
7/16/2020,45174,1
7/17/2020,45174,1
3/22/2020,45202,1
3/24/2020,45202,1
4/14/2020,45202,1
4/15/2020,45202,1
5/1/2020,45202,1
5/5/2020,45202,1
5/7/2020,45202,1
5/11/2020,45202,1
5/19/2020,45202,1
5/22/2020,45202,1
5/23/2020,45202,1
5/24/2020,45202,2
5/27/2020,45202,1
6/4/2020,45202,2
6/5/2020,45202,1
6/8/2020,45202,2
6/11/2020,45202,2
6/12/2020,45202,1
6/14/2020,45202,1
6/16/2020,45202,3
6/17/2020,45202,4
6/18/2020,45202,2
6/19/2020,45202,5
6/20/2020,45202,1
6/21/2020,45202,3
6/23/2020,45202,4
6/24/2020,45202,3
6/25/2020,45202,4
6/26/2020,45202,2
6/27/2020,45202,2
6/28/2020,45202,6
6/29/2020,45202,4
6/30/2020,45202,9
7/1/2020,45202,13
7/2/2020,45202,7
7/3/2020,45202,7
7/4/2020,45202,8
7/5/2020,45202,3
7/6/2020,45202,6
7/7/2020,45202,9
7/8/2020,45202,2
7/9/2020,45202,3
7/10/2020,45202,4
7/11/2020,45202,9
7/12/2020,45202,4
7/13/2020,45202,3
7/14/2020,45202,6
7/15/2020,45202,5
7/16/2020,45202,7
7/17/2020,45202,12
7/18/2020,45202,5
7/19/2020,45202,3
7/20/2020,45202,4
4/19/2020,45203,1
4/21/2020,45203,1
5/7/2020,45203,1
5/9/2020,45203,1
5/18/2020,45203,1
5/19/2020,45203,1
5/20/2020,45203,1
6/5/2020,45203,1
6/10/2020,45203,1
6/12/2020,45203,1
6/14/2020,45203,1
6/17/2020,45203,2
6/18/2020,45203,4
6/19/2020,45203,1
6/25/2020,45203,1
6/26/2020,45203,1
6/29/2020,45203,2
6/30/2020,45203,1
7/1/2020,45203,2
7/2/2020,45203,1
7/5/2020,45203,1
7/6/2020,45203,2
7/7/2020,45203,2
7/9/2020,45203,1
7/10/2020,45203,2
7/12/2020,45203,3
7/16/2020,45203,1
7/18/2020,45203,2
7/20/2020,45203,1
3/25/2020,45204,1
4/24/2020,45204,2
4/25/2020,45204,1
4/27/2020,45204,1
4/28/2020,45204,1
4/30/2020,45204,1
5/1/2020,45204,4
5/2/2020,45204,1
5/4/2020,45204,1
5/7/2020,45204,2
5/8/2020,45204,1
5/9/2020,45204,1
5/10/2020,45204,1
5/11/2020,45204,1
5/13/2020,45204,2
5/18/2020,45204,1
5/20/2020,45204,1
5/26/2020,45204,1
6/1/2020,45204,2
6/5/2020,45204,1
6/12/2020,45204,1
6/16/2020,45204,1
6/17/2020,45204,2
6/22/2020,45204,1
6/23/2020,45204,1
6/24/2020,45204,2
6/25/2020,45204,3
6/26/2020,45204,3
6/29/2020,45204,1
6/30/2020,45204,3
7/1/2020,45204,1
7/2/2020,45204,2
7/4/2020,45204,1
7/5/2020,45204,1
7/10/2020,45204,2
7/12/2020,45204,2
7/14/2020,45204,1
7/15/2020,45204,1
7/16/2020,45204,5
7/20/2020,45204,2
3/31/2020,45205,1
4/2/2020,45205,1
4/3/2020,45205,1
4/4/2020,45205,1
4/6/2020,45205,2
4/8/2020,45205,1
4/13/2020,45205,1
4/14/2020,45205,1
4/15/2020,45205,1
4/16/2020,45205,1
4/17/2020,45205,2
4/19/2020,45205,1
4/20/2020,45205,6
4/22/2020,45205,4
4/23/2020,45205,2
4/24/2020,45205,8
4/25/2020,45205,3
4/26/2020,45205,5
4/27/2020,45205,1
4/28/2020,45205,4
4/29/2020,45205,13
4/30/2020,45205,2
5/1/2020,45205,9
5/2/2020,45205,5
5/3/2020,45205,6
5/4/2020,45205,4
5/5/2020,45205,9
5/6/2020,45205,5
5/7/2020,45205,5
5/8/2020,45205,9
5/9/2020,45205,3
5/10/2020,45205,8
5/11/2020,45205,13
5/12/2020,45205,2
5/13/2020,45205,6
5/14/2020,45205,5
5/15/2020,45205,7
5/16/2020,45205,5
5/17/2020,45205,2
5/18/2020,45205,6
5/19/2020,45205,6
5/20/2020,45205,4
5/21/2020,45205,2
5/22/2020,45205,3
5/23/2020,45205,4
5/24/2020,45205,2
5/25/2020,45205,3
5/26/2020,45205,4
5/27/2020,45205,4
5/28/2020,45205,6
5/29/2020,45205,2
5/30/2020,45205,2
5/31/2020,45205,3
6/1/2020,45205,1
6/3/2020,45205,1
6/4/2020,45205,1
6/5/2020,45205,2
6/6/2020,45205,1
6/9/2020,45205,3
6/11/2020,45205,1
6/12/2020,45205,1
6/13/2020,45205,1
6/14/2020,45205,2
6/16/2020,45205,3
6/17/2020,45205,2
6/18/2020,45205,8
6/19/2020,45205,1
6/21/2020,45205,9
6/22/2020,45205,4
6/23/2020,45205,4
6/24/2020,45205,1
6/25/2020,45205,8
6/26/2020,45205,2
6/27/2020,45205,1
6/28/2020,45205,3
6/29/2020,45205,8
6/30/2020,45205,5
7/1/2020,45205,6
7/2/2020,45205,3
7/3/2020,45205,3
7/4/2020,45205,6
7/5/2020,45205,2
7/6/2020,45205,6
7/7/2020,45205,2
7/8/2020,45205,5
7/9/2020,45205,3
7/10/2020,45205,2
7/11/2020,45205,2
7/13/2020,45205,3
7/14/2020,45205,4
7/15/2020,45205,2
7/16/2020,45205,2
7/17/2020,45205,1
7/18/2020,45205,3
7/19/2020,45205,1
7/20/2020,45205,3
3/21/2020,45206,1
3/23/2020,45206,1
4/1/2020,45206,2
4/3/2020,45206,1
4/8/2020,45206,1
4/13/2020,45206,1
4/16/2020,45206,2
4/17/2020,45206,1
4/20/2020,45206,1
4/22/2020,45206,1
4/23/2020,45206,1
4/26/2020,45206,1
4/30/2020,45206,1
5/4/2020,45206,1
5/7/2020,45206,1
5/9/2020,45206,2
5/10/2020,45206,1
5/13/2020,45206,1
5/16/2020,45206,1
5/18/2020,45206,1
5/26/2020,45206,1
5/27/2020,45206,1
5/28/2020,45206,1
5/29/2020,45206,2
5/30/2020,45206,1
5/31/2020,45206,1
6/2/2020,45206,6
6/9/2020,45206,2
6/12/2020,45206,2
6/16/2020,45206,1
6/17/2020,45206,2
6/18/2020,45206,1
6/19/2020,45206,3
6/20/2020,45206,1
6/21/2020,45206,1
6/22/2020,45206,2
6/24/2020,45206,2
6/25/2020,45206,1
6/26/2020,45206,1
6/27/2020,45206,1
6/28/2020,45206,4
6/29/2020,45206,2
6/30/2020,45206,2
7/1/2020,45206,4
7/3/2020,45206,3
7/4/2020,45206,3
7/5/2020,45206,2
7/6/2020,45206,4
7/8/2020,45206,1
7/9/2020,45206,1
7/10/2020,45206,2
7/11/2020,45206,3
7/13/2020,45206,1
7/14/2020,45206,3
7/15/2020,45206,2
7/16/2020,45206,5
7/17/2020,45206,2
7/18/2020,45206,6
7/20/2020,45206,2
3/30/2020,45207,1
4/1/2020,45207,1
4/4/2020,45207,1
4/6/2020,45207,1
4/8/2020,45207,1
4/12/2020,45207,1
4/14/2020,45207,1
4/16/2020,45207,1
4/23/2020,45207,1
4/24/2020,45207,1
4/26/2020,45207,1
4/30/2020,45207,2
5/1/2020,45207,1
5/13/2020,45207,1
5/28/2020,45207,1
6/3/2020,45207,1
6/4/2020,45207,1
6/5/2020,45207,1
6/8/2020,45207,1
6/11/2020,45207,1
6/12/2020,45207,1
6/13/2020,45207,1
6/14/2020,45207,2
6/15/2020,45207,2
6/16/2020,45207,1
6/17/2020,45207,2
6/18/2020,45207,1
6/19/2020,45207,1
6/20/2020,45207,2
6/21/2020,45207,1
6/22/2020,45207,1
6/25/2020,45207,1
6/26/2020,45207,4
6/27/2020,45207,2
6/28/2020,45207,3
6/29/2020,45207,3
6/30/2020,45207,1
7/1/2020,45207,3
7/2/2020,45207,2
7/4/2020,45207,1
7/6/2020,45207,2
7/7/2020,45207,3
7/9/2020,45207,2
7/10/2020,45207,1
7/11/2020,45207,3
7/12/2020,45207,1
7/13/2020,45207,2
7/14/2020,45207,2
7/16/2020,45207,1
7/17/2020,45207,1
7/20/2020,45207,2
7/21/2020,45207,3
3/25/2020,45208,1
3/27/2020,45208,1
3/28/2020,45208,1
4/1/2020,45208,1
4/3/2020,45208,3
4/4/2020,45208,3
4/5/2020,45208,1
4/6/2020,45208,2
4/9/2020,45208,2
4/24/2020,45208,1
4/28/2020,45208,1
5/12/2020,45208,1
5/15/2020,45208,1
5/16/2020,45208,1
5/18/2020,45208,1
5/24/2020,45208,1
5/28/2020,45208,1
6/7/2020,45208,1
6/11/2020,45208,4
6/17/2020,45208,1
6/20/2020,45208,1
6/22/2020,45208,2
6/24/2020,45208,2
6/30/2020,45208,3
7/1/2020,45208,2
7/2/2020,45208,3
7/3/2020,45208,1
7/4/2020,45208,2
7/5/2020,45208,1
7/6/2020,45208,1
7/7/2020,45208,3
7/9/2020,45208,4
7/10/2020,45208,6
7/11/2020,45208,3
7/12/2020,45208,6
7/13/2020,45208,4
7/14/2020,45208,4
7/15/2020,45208,5
7/16/2020,45208,11
7/18/2020,45208,2
7/20/2020,45208,4
7/21/2020,45208,1
3/22/2020,45209,1
3/24/2020,45209,1
3/26/2020,45209,1
3/27/2020,45209,1
4/1/2020,45209,1
4/6/2020,45209,1
4/8/2020,45209,2
4/9/2020,45209,1
4/12/2020,45209,2
4/14/2020,45209,1
4/16/2020,45209,2
4/19/2020,45209,1
4/21/2020,45209,1
4/24/2020,45209,1
4/27/2020,45209,1
4/28/2020,45209,2
4/29/2020,45209,5
4/30/2020,45209,1
5/4/2020,45209,1
5/8/2020,45209,2
5/13/2020,45209,1
5/26/2020,45209,1
6/4/2020,45209,2
6/5/2020,45209,1
6/7/2020,45209,1
6/12/2020,45209,1
6/13/2020,45209,1
6/16/2020,45209,1
6/22/2020,45209,2
6/24/2020,45209,1
6/25/2020,45209,2
6/26/2020,45209,1
6/27/2020,45209,2
6/29/2020,45209,3
6/30/2020,45209,3
7/1/2020,45209,1
7/3/2020,45209,3
7/5/2020,45209,2
7/6/2020,45209,1
7/7/2020,45209,2
7/8/2020,45209,2
7/9/2020,45209,2
7/10/2020,45209,2
7/11/2020,45209,5
7/12/2020,45209,4
7/13/2020,45209,1
7/14/2020,45209,3
7/16/2020,45209,1
7/17/2020,45209,2
7/18/2020,45209,3
7/19/2020,45209,3
7/20/2020,45209,1
3/28/2020,45211,1
3/31/2020,45211,2
4/1/2020,45211,1
4/3/2020,45211,2
4/4/2020,45211,5
4/5/2020,45211,2
4/7/2020,45211,3
4/9/2020,45211,1
4/10/2020,45211,1
4/12/2020,45211,1
4/13/2020,45211,1
4/14/2020,45211,1
4/16/2020,45211,2
4/20/2020,45211,1
4/21/2020,45211,1
4/22/2020,45211,1
4/23/2020,45211,4
4/24/2020,45211,2
4/26/2020,45211,3
4/27/2020,45211,1
4/29/2020,45211,2
4/30/2020,45211,2
5/1/2020,45211,1
5/3/2020,45211,2
5/4/2020,45211,2
5/5/2020,45211,1
5/6/2020,45211,2
5/7/2020,45211,2
5/8/2020,45211,4
5/9/2020,45211,2
5/10/2020,45211,2
5/11/2020,45211,6
5/12/2020,45211,3
5/13/2020,45211,3
5/14/2020,45211,1
5/15/2020,45211,2
5/16/2020,45211,1
5/17/2020,45211,1
5/19/2020,45211,2
5/20/2020,45211,1
5/22/2020,45211,2
5/23/2020,45211,4
5/24/2020,45211,3
5/25/2020,45211,6
5/28/2020,45211,2
5/29/2020,45211,3
5/30/2020,45211,1
5/31/2020,45211,6
6/1/2020,45211,4
6/2/2020,45211,3
6/3/2020,45211,3
6/4/2020,45211,9
6/5/2020,45211,1
6/8/2020,45211,2
6/9/2020,45211,7
6/10/2020,45211,4
6/11/2020,45211,3
6/12/2020,45211,3
6/13/2020,45211,6
6/14/2020,45211,6
6/15/2020,45211,1
6/16/2020,45211,7
6/17/2020,45211,6
6/18/2020,45211,13
6/19/2020,45211,12
6/20/2020,45211,5
6/21/2020,45211,5
6/22/2020,45211,10
6/23/2020,45211,18
6/24/2020,45211,17
6/25/2020,45211,12
6/26/2020,45211,9
6/27/2020,45211,14
6/28/2020,45211,3
6/29/2020,45211,7
6/30/2020,45211,19
7/1/2020,45211,11
7/2/2020,45211,10
7/3/2020,45211,13
7/4/2020,45211,11
7/5/2020,45211,11
7/6/2020,45211,11
7/7/2020,45211,9
7/8/2020,45211,6
7/9/2020,45211,11
7/10/2020,45211,9
7/11/2020,45211,15
7/12/2020,45211,4
7/13/2020,45211,8
7/14/2020,45211,10
7/15/2020,45211,3
7/16/2020,45211,5
7/17/2020,45211,5
7/18/2020,45211,4
7/19/2020,45211,4
7/20/2020,45211,4
7/21/2020,45211,3
3/27/2020,45212,1
3/31/2020,45212,1
4/1/2020,45212,2
4/3/2020,45212,1
4/5/2020,45212,1
4/6/2020,45212,2
4/7/2020,45212,3
4/8/2020,45212,1
4/9/2020,45212,6
4/15/2020,45212,2
4/16/2020,45212,1
4/17/2020,45212,2
4/18/2020,45212,1
4/19/2020,45212,1
4/20/2020,45212,1
4/21/2020,45212,1
4/22/2020,45212,4
4/23/2020,45212,1
4/24/2020,45212,1
4/25/2020,45212,2
4/27/2020,45212,1
4/28/2020,45212,2
5/3/2020,45212,1
5/4/2020,45212,2
5/6/2020,45212,1
5/7/2020,45212,2
5/9/2020,45212,2
5/10/2020,45212,1
5/12/2020,45212,1
5/15/2020,45212,1
5/17/2020,45212,1
5/18/2020,45212,1
5/19/2020,45212,1
5/20/2020,45212,1
5/22/2020,45212,2
5/23/2020,45212,3
5/25/2020,45212,1
5/28/2020,45212,1
6/5/2020,45212,1
6/6/2020,45212,1
6/7/2020,45212,1
6/11/2020,45212,1
6/12/2020,45212,1
6/13/2020,45212,2
6/14/2020,45212,1
6/15/2020,45212,1
6/17/2020,45212,3
6/18/2020,45212,3
6/19/2020,45212,2
6/21/2020,45212,1
6/22/2020,45212,3
6/23/2020,45212,3
6/24/2020,45212,1
6/25/2020,45212,6
6/26/2020,45212,3
6/27/2020,45212,2
6/28/2020,45212,2
6/29/2020,45212,1
6/30/2020,45212,5
7/1/2020,45212,1
7/2/2020,45212,7
7/3/2020,45212,7
7/4/2020,45212,3
7/5/2020,45212,1
7/6/2020,45212,2
7/7/2020,45212,1
7/8/2020,45212,5
7/9/2020,45212,1
7/10/2020,45212,6
7/11/2020,45212,7
7/13/2020,45212,3
7/14/2020,45212,1
7/15/2020,45212,1
7/16/2020,45212,3
7/17/2020,45212,3
7/19/2020,45212,1
7/20/2020,45212,2
7/21/2020,45212,1
3/20/2020,45213,1
3/22/2020,45213,2
3/24/2020,45213,1
3/26/2020,45213,1
4/3/2020,45213,1
4/5/2020,45213,1
4/7/2020,45213,1
4/9/2020,45213,2
4/12/2020,45213,5
4/13/2020,45213,2
4/14/2020,45213,3
4/15/2020,45213,4
4/16/2020,45213,7
4/17/2020,45213,4
4/18/2020,45213,3
4/20/2020,45213,1
4/24/2020,45213,2
4/26/2020,45213,1
4/28/2020,45213,1
4/29/2020,45213,1
4/30/2020,45213,1
5/1/2020,45213,1
5/3/2020,45213,1
5/6/2020,45213,1
5/8/2020,45213,10
5/9/2020,45213,4
5/10/2020,45213,1
5/12/2020,45213,1
5/15/2020,45213,1
5/16/2020,45213,1
5/20/2020,45213,2
5/21/2020,45213,1
5/23/2020,45213,3
5/24/2020,45213,2
5/27/2020,45213,1
6/5/2020,45213,1
6/8/2020,45213,1
6/12/2020,45213,1
6/13/2020,45213,1
6/16/2020,45213,1
6/17/2020,45213,1
6/18/2020,45213,1
6/19/2020,45213,1
6/20/2020,45213,4
6/21/2020,45213,1
6/22/2020,45213,1
6/23/2020,45213,1
6/24/2020,45213,2
6/25/2020,45213,2
6/26/2020,45213,4
6/27/2020,45213,4
6/29/2020,45213,1
6/30/2020,45213,8
7/1/2020,45213,1
7/3/2020,45213,2
7/4/2020,45213,1
7/6/2020,45213,1
7/7/2020,45213,3
7/8/2020,45213,1
7/9/2020,45213,6
7/10/2020,45213,4
7/12/2020,45213,5
7/13/2020,45213,4
7/14/2020,45213,2
7/15/2020,45213,1
7/16/2020,45213,1
7/17/2020,45213,1
7/20/2020,45213,1
3/30/2020,45214,1
3/31/2020,45214,1
4/2/2020,45214,1
4/4/2020,45214,1
4/8/2020,45214,1
4/22/2020,45214,1
4/23/2020,45214,1
4/28/2020,45214,2
5/2/2020,45214,2
5/3/2020,45214,1
5/4/2020,45214,1
5/6/2020,45214,3
5/7/2020,45214,1
5/8/2020,45214,1
5/10/2020,45214,2
5/14/2020,45214,1
5/15/2020,45214,1
5/19/2020,45214,1
6/3/2020,45214,1
6/5/2020,45214,1
6/10/2020,45214,1
6/11/2020,45214,1
6/13/2020,45214,2
6/15/2020,45214,4
6/16/2020,45214,3
6/17/2020,45214,2
6/18/2020,45214,3
6/19/2020,45214,2
6/20/2020,45214,2
6/22/2020,45214,2
6/23/2020,45214,3
6/24/2020,45214,1
6/25/2020,45214,4
6/26/2020,45214,1
6/27/2020,45214,3
6/28/2020,45214,1
6/30/2020,45214,1
7/1/2020,45214,2
7/2/2020,45214,1
7/3/2020,45214,3
7/5/2020,45214,1
7/6/2020,45214,1
7/9/2020,45214,2
7/10/2020,45214,4
7/12/2020,45214,2
7/13/2020,45214,2
7/14/2020,45214,3
7/15/2020,45214,4
7/16/2020,45214,2
7/17/2020,45214,1
7/18/2020,45214,2
7/21/2020,45214,1
,45215,1
3/23/2020,45215,1
3/24/2020,45215,1
3/27/2020,45215,1
3/28/2020,45215,2
3/29/2020,45215,1
3/31/2020,45215,1
4/1/2020,45215,1
4/2/2020,45215,1
4/4/2020,45215,1
4/5/2020,45215,4
4/6/2020,45215,2
4/7/2020,45215,2
4/8/2020,45215,2
4/9/2020,45215,2
4/14/2020,45215,1
4/16/2020,45215,4
4/17/2020,45215,2
4/18/2020,45215,1
4/20/2020,45215,1
4/21/2020,45215,2
4/23/2020,45215,1
4/26/2020,45215,4
4/27/2020,45215,5
4/28/2020,45215,1
4/30/2020,45215,4
5/1/2020,45215,6
5/2/2020,45215,1
5/3/2020,45215,1
5/5/2020,45215,2
5/6/2020,45215,6
5/7/2020,45215,1
5/8/2020,45215,1
5/9/2020,45215,1
5/11/2020,45215,2
5/14/2020,45215,3
5/15/2020,45215,1
5/19/2020,45215,3
5/20/2020,45215,2
5/22/2020,45215,2
5/23/2020,45215,2
5/24/2020,45215,1
5/25/2020,45215,1
5/27/2020,45215,1
5/28/2020,45215,2
5/29/2020,45215,1
6/2/2020,45215,1
6/3/2020,45215,1
6/6/2020,45215,1
6/8/2020,45215,1
6/9/2020,45215,1
6/10/2020,45215,1
6/11/2020,45215,2
6/12/2020,45215,3
6/13/2020,45215,2
6/14/2020,45215,4
6/15/2020,45215,3
6/16/2020,45215,3
6/17/2020,45215,9
6/18/2020,45215,4
6/19/2020,45215,4
6/20/2020,45215,2
6/21/2020,45215,6
6/22/2020,45215,6
6/23/2020,45215,5
6/24/2020,45215,4
6/25/2020,45215,8
6/26/2020,45215,11
6/27/2020,45215,5
6/28/2020,45215,5
6/29/2020,45215,5
6/30/2020,45215,10
7/1/2020,45215,11
7/2/2020,45215,7
7/3/2020,45215,4
7/4/2020,45215,2
7/5/2020,45215,2
7/6/2020,45215,9
7/7/2020,45215,2
7/8/2020,45215,1
7/9/2020,45215,5
7/10/2020,45215,8
7/11/2020,45215,6
7/12/2020,45215,2
7/13/2020,45215,2
7/14/2020,45215,1
7/15/2020,45215,3
7/16/2020,45215,7
7/17/2020,45215,4
7/18/2020,45215,7
7/19/2020,45215,6
7/20/2020,45215,4
3/31/2020,45216,2
4/5/2020,45216,1
4/9/2020,45216,2
4/11/2020,45216,1
4/12/2020,45216,1
4/14/2020,45216,1
4/15/2020,45216,1
4/16/2020,45216,10
4/19/2020,45216,1
4/21/2020,45216,1
4/22/2020,45216,1
4/28/2020,45216,1
4/29/2020,45216,1
5/1/2020,45216,3
5/3/2020,45216,1
5/5/2020,45216,1
5/9/2020,45216,1
5/12/2020,45216,2
5/13/2020,45216,1
5/14/2020,45216,1
5/17/2020,45216,1
5/18/2020,45216,3
5/19/2020,45216,1
5/20/2020,45216,2
5/21/2020,45216,2
5/25/2020,45216,1
5/27/2020,45216,4
5/29/2020,45216,1
5/31/2020,45216,1
6/4/2020,45216,1
6/7/2020,45216,1
6/9/2020,45216,1
6/10/2020,45216,1
6/14/2020,45216,1
6/15/2020,45216,1
6/16/2020,45216,3
6/17/2020,45216,2
6/18/2020,45216,2
6/19/2020,45216,2
6/20/2020,45216,2
6/21/2020,45216,3
6/22/2020,45216,4
6/23/2020,45216,2
6/24/2020,45216,3
6/25/2020,45216,3
6/26/2020,45216,2
6/27/2020,45216,2
6/29/2020,45216,2
6/30/2020,45216,3
7/2/2020,45216,2
7/3/2020,45216,3
7/5/2020,45216,1
7/8/2020,45216,1
7/10/2020,45216,2
7/12/2020,45216,4
7/14/2020,45216,1
7/16/2020,45216,4
7/18/2020,45216,1
7/20/2020,45216,1
3/22/2020,45217,1
4/3/2020,45217,1
4/5/2020,45217,1
4/6/2020,45217,1
4/13/2020,45217,1
4/14/2020,45217,1
4/18/2020,45217,1
5/13/2020,45217,1
6/6/2020,45217,1
6/14/2020,45217,2
6/16/2020,45217,3
6/17/2020,45217,1
6/18/2020,45217,1
6/19/2020,45217,3
6/22/2020,45217,5
6/23/2020,45217,2
6/24/2020,45217,1
6/25/2020,45217,5
6/26/2020,45217,1
6/27/2020,45217,2
6/28/2020,45217,1
6/29/2020,45217,6
6/30/2020,45217,1
7/1/2020,45217,1
7/2/2020,45217,2
7/3/2020,45217,3
7/7/2020,45217,1
7/8/2020,45217,2
7/10/2020,45217,1
7/11/2020,45217,2
7/13/2020,45217,1
7/14/2020,45217,1
7/18/2020,45217,2
7/19/2020,45217,2
7/20/2020,45217,2
7/21/2020,45217,1
4/12/2020,45218,1
4/16/2020,45218,1
4/17/2020,45218,1
4/28/2020,45218,1
5/1/2020,45218,1
5/3/2020,45218,1
5/25/2020,45218,1
6/15/2020,45218,1
6/18/2020,45218,2
6/22/2020,45218,1
6/24/2020,45218,1
7/7/2020,45218,1
7/10/2020,45218,2
7/11/2020,45218,1
7/13/2020,45218,1
7/14/2020,45218,2
7/15/2020,45218,1
7/16/2020,45218,1
3/26/2020,45219,1
3/28/2020,45219,2
3/31/2020,45219,1
4/3/2020,45219,1
4/7/2020,45219,1
4/10/2020,45219,1
4/11/2020,45219,1
4/18/2020,45219,1
4/19/2020,45219,1
4/22/2020,45219,1
4/24/2020,45219,2
4/25/2020,45219,1
4/28/2020,45219,1
4/30/2020,45219,1
5/6/2020,45219,1
5/10/2020,45219,1
5/15/2020,45219,1
5/20/2020,45219,1
5/27/2020,45219,1
6/5/2020,45219,1
6/6/2020,45219,2
6/7/2020,45219,1
6/9/2020,45219,1
6/10/2020,45219,1
6/11/2020,45219,2
6/13/2020,45219,1
6/14/2020,45219,2
6/16/2020,45219,3
6/17/2020,45219,3
6/19/2020,45219,2
6/20/2020,45219,1
6/21/2020,45219,4
6/22/2020,45219,3
6/24/2020,45219,3
6/25/2020,45219,3
6/26/2020,45219,3
6/28/2020,45219,2
6/30/2020,45219,5
7/1/2020,45219,3
7/2/2020,45219,1
7/3/2020,45219,4
7/4/2020,45219,1
7/6/2020,45219,5
7/7/2020,45219,5
7/8/2020,45219,1
7/9/2020,45219,9
7/10/2020,45219,4
7/11/2020,45219,10
7/12/2020,45219,4
7/13/2020,45219,1
7/15/2020,45219,4
7/16/2020,45219,4
7/17/2020,45219,2
7/18/2020,45219,3
7/20/2020,45219,2
7/21/2020,45219,1
3/22/2020,45220,1
3/26/2020,45220,1
3/27/2020,45220,2
3/29/2020,45220,2
4/2/2020,45220,1
4/3/2020,45220,1
4/21/2020,45220,1
4/25/2020,45220,1
4/27/2020,45220,2
4/28/2020,45220,2
5/1/2020,45220,1
5/5/2020,45220,1
5/7/2020,45220,1
5/11/2020,45220,1
5/18/2020,45220,1
5/20/2020,45220,1
5/22/2020,45220,1
5/29/2020,45220,3
6/2/2020,45220,1
6/3/2020,45220,1
6/5/2020,45220,3
6/7/2020,45220,1
6/9/2020,45220,1
6/11/2020,45220,1
6/16/2020,45220,1
6/18/2020,45220,1
