"SI_mean","SI_sd","time_frame","start_dt","end_dt","t_start","t_end","Mean.R.","Std.R.","Quantile.0.025.R.","Quantile.0.975.R."
5,3,2,2020-11-15,2020-12-14,2,31,1.05961093212631,0.00206495807947973,1.05570788479964,1.06334892633715
5,3,2,2020-11-16,2020-12-15,3,32,1.03105975117599,0.00217793140296871,1.02729825927368,1.03454201657305
5,3,2,2020-11-17,2020-12-16,4,33,1.00945336716541,0.00228551621022462,1.00477196418579,1.01323866815893
5,3,2,2020-11-18,2020-12-17,5,34,0.998395384453094,0.00224081109562475,0.993413880303456,1.00195139084012
5,3,2,2020-11-19,2020-12-18,6,35,0.992646737520454,0.0021294067580472,0.988412640243559,0.995946326887298
5,3,2,2020-11-20,2020-12-19,7,36,0.988997295009386,0.00252927729426238,0.984050715956415,0.993589195048206
5,3,2,2020-11-21,2020-12-20,8,37,0.984693096731441,0.00249619304867395,0.979795665456222,0.988255807251138
5,3,2,2020-11-22,2020-12-21,9,38,0.97956854625398,0.00249120356050149,0.974681456200228,0.984003128555176
5,3,2,2020-11-23,2020-12-22,10,39,0.976741619878462,0.00254637313619681,0.971635132838611,0.981355860193735
5,3,2,2020-11-24,2020-12-23,11,40,0.976948298757295,0.00265481326639137,0.972205031230302,0.98164718354249
5,3,2,2020-11-25,2020-12-24,12,41,0.980199550125127,0.00283481976010464,0.974358638743456,0.98435427574171
5,3,2,2020-11-26,2020-12-25,13,42,0.979071650317518,0.0028743809587136,0.972452276943331,0.983518341212375
5,3,2,2020-11-27,2020-12-26,14,43,0.983482718527153,0.00249253551850269,0.978261770802487,0.987481492448919
5,3,2,2020-11-28,2020-12-27,15,44,0.980690756463571,0.00242597553108204,0.976158930494078,0.985140267974638
5,3,2,2020-11-29,2020-12-28,16,45,0.977723532770112,0.00238012469073719,0.972879588839941,0.982350954478708
5,3,2,2020-11-30,2020-12-29,17,46,0.974096299585427,0.00244137891820046,0.969477320429104,0.978231401585821
5,3,2,2020-12-01,2020-12-30,18,47,0.971911525711949,0.00245799418931996,0.966676489656392,0.975847232863794
5,3,2,2020-12-02,2020-12-31,19,48,0.973952628516166,0.00240289859901757,0.969563141561232,0.978734483170208
5,3,2,2020-12-03,2021-01-01,20,49,0.976647043311561,0.00233633558171886,0.972610271719264,0.981369562568539
5,3,2,2020-12-04,2021-01-02,21,50,0.981220392143548,0.00245364381075206,0.976514312096029,0.985569405971068
5,3,2,2020-12-05,2021-01-03,22,51,0.98181203905843,0.00233183092388812,0.977417390218002,0.985544068961209
5,3,2,2020-12-06,2021-01-04,23,52,0.9774336212438,0.00248327228911481,0.97246167995095,0.981764255058246
5,3,2,2020-12-07,2021-01-05,24,53,0.973266585695363,0.00257515035257097,0.968681749622926,0.978674208144796
5,3,2,2020-12-08,2021-01-06,25,54,0.972392708768618,0.00284343715768569,0.966346153846154,0.977812538338854
5,3,2,2020-12-09,2021-01-07,26,55,0.97279444361213,0.00263939069648421,0.967913215477809,0.977594572876746
5,3,2,2020-12-10,2021-01-08,27,56,0.975313766902092,0.0025466907695323,0.970443910656351,0.980540304467182
